Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Heat Dissipation Failure,No Failure,Overstrain Failure,Power Failure,Random Failures,Tool Wear Failure,Target
0,298.8,309.5,1374,48.1,159,0,1,0,0,0,0,0
0,302.5,311.9,1553,40.1,187,0,1,0,0,0,0,0
0,298.6,309.9,1615,28.8,199,0,1,0,0,0,0,0
0,299.3,308.6,1371,50.5,136,0,1,0,0,0,0,0
0,302.3,310.2,1548,35.3,170,0,1,0,0,0,0,0
0,300.7,309.5,1479,34.5,197,0,1,0,0,0,0,0
0,298.2,308.3,1402,51.0,141,0,1,0,0,0,0,0
0,302.4,311.8,1543,31.1,96,0,1,0,0,0,0,0
0,297.4,308.5,1496,36.4,126,0,1,0,0,0,0,0
0,300.3,311.7,1445,47.3,15,0,1,0,0,0,0,0
2,298.0,307.6,1420,45.8,150,0,1,0,0,0,0,0
1,298.0,307.6,1472,46.7,116,0,1,0,0,0,0,0
0,302.2,310.9,1531,37.5,60,0,1,0,0,0,0,0
0,297.4,308.4,1341,52.2,49,0,1,0,0,0,0,0
1,303.0,311.2,1614,35.7,207,0,1,0,0,0,0,0
0,302.5,310.5,1507,39.5,147,0,1,0,0,0,0,0
1,301.7,309.9,1452,41.5,86,0,1,0,0,0,0,0
0,301.8,310.6,1452,48.4,110,0,1,0,0,0,0,0
0,297.4,308.8,1538,41.2,126,0,1,0,0,0,0,0
0,297.1,308.3,1773,23.8,169,0,1,0,0,0,0,0
0,303.5,312.1,1674,30.8,0,0,1,0,0,0,0,0
0,300.3,309.9,1621,34.1,36,0,1,0,0,0,0,0
0,300.6,309.8,1455,48.0,125,0,1,0,0,0,0,0
0,300.2,311.6,1372,49.2,195,0,1,0,0,0,0,0
0,297.7,308.9,1516,33.7,92,0,1,0,0,0,0,0
0,299.4,308.8,1390,57.0,92,0,1,0,0,0,0,0
0,297.2,308.6,1392,41.5,108,0,1,0,0,0,0,0
0,301.9,310.3,1398,44.0,65,0,1,0,0,0,0,0
0,302.9,312.6,1328,59.9,24,0,1,0,0,0,0,0
0,297.4,308.3,1412,42.0,111,0,1,0,0,0,0,0
0,300.1,309.7,2151,17.5,173,0,1,0,0,0,0,0
0,297.9,309.0,1382,43.9,116,0,1,0,0,0,0,0
1,299.0,308.7,1620,35.4,199,0,1,0,0,0,0,0
0,299.0,310.3,1868,24.0,221,0,1,0,0,0,0,0
1,299.7,310.8,1405,47.6,192,0,1,0,0,0,0,0
2,303.8,313.2,1381,52.4,140,0,1,0,0,0,0,0
2,297.6,308.6,1463,46.7,85,0,1,0,0,0,0,0
2,298.7,309.8,1422,40.7,85,0,1,0,0,0,0,0
1,298.2,309.0,1353,50.3,150,0,1,0,0,0,0,0
0,298.3,308.0,2886,3.8,57,0,0,0,1,0,0,1
1,300.1,309.3,1443,50.3,196,0,1,0,0,0,0,0
0,297.6,309.4,1326,49.8,199,0,1,0,0,0,0,0
0,299.5,310.0,1412,48.9,56,0,1,0,0,0,0,0
2,300.6,309.4,1463,49.2,235,0,1,0,0,0,0,0
1,300.6,311.6,1669,29.2,200,0,1,0,0,0,0,0
0,302.0,310.9,1539,34.2,13,0,1,0,0,0,0,0
0,300.2,310.2,1600,31.5,23,0,1,0,0,0,0,0
1,300.6,309.5,1530,40.2,93,0,1,0,0,0,0,0
1,297.6,308.5,1552,40.9,90,0,1,0,0,0,0,0
2,296.4,307.4,1586,35.5,0,0,1,0,0,0,0,0
0,300.0,311.4,1655,29.6,30,0,1,0,0,0,0,0
0,298.4,309.2,1583,35.4,112,0,1,0,0,0,0,0
0,301.7,310.2,1471,51.1,8,0,1,0,0,0,0,0
0,299.9,309.5,1779,26.1,169,0,1,0,0,0,0,0
0,301.7,310.8,1493,47.6,145,0,1,0,0,0,0,0
0,298.4,309.0,2304,15.1,89,0,1,0,0,0,0,0
1,302.2,310.5,1507,40.4,111,0,1,0,0,0,0,0
2,297.9,308.9,1416,39.6,45,0,1,0,0,0,0,0
0,297.8,308.5,1448,40.0,192,0,1,0,0,0,0,0
0,298.8,308.6,1331,62.8,81,0,1,0,0,0,0,0
0,296.8,307.6,1513,40.0,130,0,1,0,0,0,0,0
1,297.3,308.4,1434,44.8,21,0,1,0,0,0,0,0
2,297.7,308.4,1288,49.5,91,0,1,0,0,0,0,0
0,297.0,307.7,1731,28.5,186,0,1,0,0,0,0,0
1,299.6,308.9,1685,27.8,161,0,1,0,0,0,0,0
0,297.7,308.7,1694,29.1,102,0,1,0,0,0,0,0
0,299.2,310.5,1458,44.1,91,0,1,0,0,0,0,0
0,299.7,309.2,1326,64.8,71,0,1,0,0,0,0,0
0,300.9,310.7,1740,25.3,164,0,1,0,0,0,0,0
0,300.3,311.4,1471,37.0,114,0,1,0,0,0,0,0
0,297.1,308.1,1754,30.3,206,0,1,0,0,0,0,0
2,301.3,310.1,1469,39.7,179,0,1,0,0,0,0,0
0,303.5,311.6,2183,17.0,110,0,1,0,0,0,0,0
1,299.0,310.3,1447,39.9,78,0,1,0,0,0,0,0
2,302.5,311.5,1496,43.8,218,0,1,0,0,0,0,0
0,300.8,310.8,1407,45.1,51,0,1,0,0,0,0,0
0,297.9,308.8,1681,31.7,94,0,1,0,0,0,0,0
0,300.9,310.5,2288,16.1,85,0,1,0,0,0,0,0
0,300.1,309.7,1351,58.2,155,0,1,0,0,0,0,0
2,299.3,310.4,1510,45.5,27,0,1,0,0,0,0,0
0,300.9,310.7,1392,44.2,97,0,1,0,0,0,0,0
0,299.4,310.5,1749,28.1,179,0,1,0,0,0,0,0
0,303.2,312.4,1663,33.7,71,0,1,0,0,0,0,0
0,301.9,310.9,1597,36.9,50,0,1,0,0,0,0,0
0,299.1,310.3,1449,40.7,40,0,1,0,0,0,0,0
0,300.5,309.7,1395,61.0,157,0,1,0,0,0,0,0
0,297.4,308.3,1366,45.5,11,0,1,0,0,0,0,0
1,297.2,308.5,1604,40.7,158,0,1,0,0,0,0,0
1,298.1,308.8,1628,37.6,12,0,1,0,0,0,0,0
1,299.1,308.8,1725,26.6,172,0,1,0,0,0,0,0
0,298.9,310.4,1831,25.4,81,0,1,0,0,0,0,0
1,303.5,312.9,1438,42.8,106,0,1,0,0,0,0,0
2,301.0,311.0,1640,37.6,118,0,1,0,0,0,0,0
0,298.6,309.3,1449,46.5,26,0,1,0,0,0,0,0
1,300.5,309.9,1735,27.0,107,0,1,0,0,0,0,0
2,296.6,307.4,1406,41.5,189,0,1,0,0,0,0,0
1,298.5,308.7,1662,28.3,15,0,1,0,0,0,0,0
2,299.2,310.6,1434,48.4,153,0,1,0,0,0,0,0
1,300.4,310.1,1457,35.1,193,0,1,0,0,0,0,0
0,298.4,309.7,1419,41.3,159,0,1,0,0,0,0,0
0,301.8,310.5,1548,34.1,93,0,1,0,0,0,0,0
1,298.3,309.0,1526,36.9,20,0,1,0,0,0,0,0
1,300.0,309.1,1474,45.2,152,0,1,0,0,0,0,0
0,297.5,308.5,1448,54.3,83,0,1,0,0,0,0,0
0,298.2,307.8,1388,48.6,76,0,1,0,0,0,0,0
1,297.5,308.2,1713,32.2,17,0,1,0,0,0,0,0
1,299.8,311.1,1763,25.5,171,0,1,0,0,0,0,0
0,300.7,310.7,1450,43.4,80,0,1,0,0,0,0,0
0,298.9,309.9,1590,31.3,98,0,1,0,0,0,0,0
0,300.3,311.8,1413,46.0,182,0,1,0,0,0,0,0
0,298.4,309.4,1385,43.2,119,0,1,0,0,0,0,0
0,297.6,309.4,1628,33.4,229,0,1,0,0,0,0,0
1,301.4,310.6,1630,30.3,2,0,1,0,0,0,0,0
0,299.8,309.4,1467,46.2,219,0,1,0,0,0,0,0
0,301.7,310.5,2465,13.7,149,0,1,0,0,0,0,0
1,298.8,309.1,1559,34.7,95,0,1,0,0,0,0,0
0,299.1,309.4,1439,44.2,82,0,1,0,0,0,0,0
1,298.1,309.0,1661,38.2,82,0,1,0,0,0,0,0
0,300.3,311.7,1406,47.5,14,0,1,0,0,0,0,0
1,299.4,309.1,1500,43.3,10,0,1,0,0,0,0,0
0,298.8,309.7,1336,50.3,44,0,1,0,0,0,0,0
0,303.0,312.3,1533,38.5,134,0,1,0,0,0,0,0
0,295.6,306.1,1389,46.2,113,0,1,0,0,0,0,0
1,300.7,309.8,1490,38.8,173,0,1,0,0,0,0,0
0,301.5,310.5,1351,52.9,116,0,1,0,0,0,0,0
0,297.8,308.3,1498,47.3,160,0,1,0,0,0,0,0
2,301.9,311.0,1430,49.8,174,0,1,0,0,0,0,0
2,302.6,310.2,1873,21.3,87,0,1,0,0,0,0,0
1,298.7,309.6,1686,26.2,189,0,1,0,0,0,0,0
0,303.3,312.7,1643,30.7,142,0,1,0,0,0,0,0
0,302.2,311.1,1470,39.6,97,0,1,0,0,0,0,0
1,298.5,309.3,1552,36.8,133,0,1,0,0,0,0,0
0,300.7,310.4,1366,52.6,205,0,1,0,0,0,0,0
0,298.2,308.1,1379,62.3,149,0,1,0,0,0,0,0
1,304.0,313.1,1694,31.4,116,0,1,0,0,0,0,0
0,298.4,308.6,1569,34.4,160,0,1,0,0,0,0,0
0,297.4,308.3,1632,33.5,39,0,1,0,0,0,0,0
0,300.9,310.8,1571,39.9,51,0,1,0,0,0,0,0
0,298.2,308.4,1497,37.7,207,0,1,0,0,0,0,0
0,300.7,310.8,1486,37.1,186,0,1,0,0,0,0,0
0,301.1,309.8,1519,39.6,167,0,1,0,0,0,0,0
0,301.5,310.8,1417,49.7,5,0,1,0,0,0,0,0
0,303.5,311.9,1344,49.3,93,1,0,0,0,0,0,1
2,299.5,309.1,1548,44.3,40,0,1,0,0,0,0,0
1,301.1,310.7,1367,43.4,111,0,1,0,0,0,0,0
1,303.5,312.3,1593,35.2,29,0,1,0,0,0,0,0
0,301.2,310.6,1409,50.9,66,0,1,0,0,0,0,0
0,303.8,312.8,1646,35.8,143,0,1,0,0,0,0,0
2,297.0,308.1,2540,13.3,98,0,1,0,0,0,0,0
1,297.3,308.3,1657,31.1,8,0,1,0,0,0,0,0
1,297.4,308.8,1573,33.9,123,0,1,0,0,0,0,0
0,298.2,307.8,1521,42.9,60,0,1,0,0,0,0,0
0,297.0,307.9,1436,47.7,191,0,1,0,0,0,0,0
0,299.1,308.6,1260,57.8,152,0,1,0,0,0,0,0
0,298.1,308.0,1426,46.0,61,0,1,0,0,0,0,0
0,298.2,308.1,1462,50.8,27,0,1,0,0,0,0,0
1,302.3,311.4,1500,40.2,30,0,1,0,0,0,0,0
0,301.7,310.9,1636,31.3,42,0,1,0,0,0,0,0
1,300.1,309.2,1438,51.0,211,0,1,0,0,0,0,0
1,299.9,311.3,1389,50.0,55,0,1,0,0,0,0,0
0,303.5,312.3,1404,48.6,193,0,1,0,0,0,0,0
0,300.1,311.4,1438,42.2,139,0,1,0,0,0,0,0
1,298.0,308.2,2090,19.0,143,0,1,0,0,0,0,0
0,298.4,308.0,1571,37.4,50,0,1,0,0,0,0,0
0,296.6,307.5,1485,42.7,204,0,1,0,0,0,0,0
0,298.2,308.8,1442,47.0,18,0,1,0,0,0,0,0
0,302.7,310.5,1642,30.8,195,0,1,0,0,0,0,0
2,295.7,306.2,1458,49.8,151,0,1,0,0,0,0,0
1,300.8,310.4,1288,64.0,3,0,1,0,0,0,0,0
0,298.1,307.8,1413,54.1,113,0,1,0,0,0,0,0
1,298.1,308.9,1479,43.4,105,0,1,0,0,0,0,0
0,298.3,308.9,1348,55.5,102,0,1,0,0,0,0,0
0,299.3,309.2,2280,15.4,207,0,1,0,0,0,0,0
0,298.8,309.8,1493,38.5,132,0,1,0,0,0,0,0
0,302.3,311.2,1386,50.3,110,0,1,0,0,0,0,0
2,300.3,309.9,1677,30.1,130,0,1,0,0,0,0,0
0,300.4,311.2,1436,56.8,173,0,1,0,0,0,0,0
0,298.3,308.9,1708,27.3,170,0,1,0,0,0,0,0
1,301.3,310.6,1499,36.1,163,0,1,0,0,0,0,0
0,299.3,310.8,1483,43.5,15,0,1,0,0,0,0,0
0,302.3,310.8,1421,41.4,102,0,1,0,0,0,0,0
1,299.8,309.5,1453,43.2,153,0,1,0,0,0,0,0
0,302.4,310.1,1401,48.8,177,0,1,0,0,0,0,0
0,300.1,310.0,1511,41.7,186,0,1,0,0,0,0,0
1,299.1,310.5,1428,43.0,53,0,1,0,0,0,0,0
0,297.5,308.2,1327,56.5,189,0,1,0,0,0,0,0
0,299.2,310.4,1472,43.3,32,0,1,0,0,0,0,0
1,300.9,310.8,1452,43.6,185,0,1,0,0,0,0,0
0,299.3,308.8,1341,47.7,199,0,1,0,0,0,0,0
2,301.4,310.7,1516,36.4,83,0,1,0,0,0,0,0
1,302.4,311.4,1475,45.2,46,0,1,0,0,0,0,0
0,302.0,310.9,1495,38.6,52,0,1,0,0,0,0,0
0,300.7,310.8,1563,33.8,104,0,1,0,0,0,0,0
0,299.9,309.1,1412,48.3,198,0,1,0,0,0,0,0
0,297.5,309.4,1650,34.6,142,0,1,0,0,0,0,0
0,303.1,311.2,1394,45.3,144,0,1,0,0,0,0,0
0,300.7,311.1,1427,50.3,137,0,1,0,0,0,0,0
2,298.8,309.8,1510,44.2,35,0,1,0,0,0,0,0
2,297.8,309.4,1445,48.2,10,0,1,0,0,0,0,0
1,298.3,308.1,1630,32.7,83,0,1,0,0,0,0,0
2,296.8,308.1,1492,43.7,222,0,1,0,0,0,0,0
0,302.6,312.3,1321,53.4,42,0,1,0,0,0,0,0
0,301.8,310.8,1456,46.6,35,0,1,0,0,0,0,0
0,300.1,311.3,1676,30.3,151,0,1,0,0,0,0,0
0,302.4,311.2,1466,43.9,152,0,1,0,0,0,0,0
2,299.3,308.9,1429,43.0,96,0,1,0,0,0,0,0
1,301.1,311.1,1592,35.7,174,0,1,0,0,0,0,0
0,299.9,311.4,1627,36.7,118,0,1,0,0,0,0,0
1,297.6,309.3,1464,46.2,218,0,1,0,0,0,0,0
1,301.2,310.8,1396,47.4,5,0,1,0,0,0,0,0
0,298.9,310.2,1562,42.5,179,0,1,0,0,0,0,0
1,298.5,309.2,1449,46.4,83,0,1,0,0,0,0,0
0,300.8,310.8,1486,45.7,146,0,1,0,0,0,0,0
2,296.9,308.0,1416,46.9,105,0,1,0,0,0,0,0
0,297.4,308.4,1580,41.2,66,0,1,0,0,0,0,0
1,297.6,308.9,1433,43.2,206,0,1,0,0,0,0,0
2,301.5,310.8,1591,29.6,33,0,1,0,0,0,0,0
1,297.6,308.6,1254,45.8,31,0,1,0,0,0,0,0
0,298.8,310.0,1412,46.3,107,0,1,0,0,0,0,0
1,297.2,308.3,1431,43.7,46,0,1,0,0,0,0,0
1,300.7,311.0,1706,25.0,153,0,1,0,0,0,0,0
0,298.3,308.1,1326,58.4,90,0,1,0,0,0,0,0
0,301.8,310.6,1403,46.8,151,0,1,0,0,0,0,0
0,301.5,310.8,1500,41.0,118,0,1,0,0,0,0,0
0,297.6,309.3,1610,35.0,6,0,1,0,0,0,0,0
0,300.3,311.8,1548,33.0,16,0,1,0,0,0,0,0
0,297.6,309.3,1543,34.3,8,0,1,0,0,0,0,0
1,298.1,308.8,1434,41.8,93,0,1,0,0,0,0,0
1,300.5,309.8,1410,44.4,111,0,1,0,0,0,0,0
0,303.5,312.4,1503,36.5,191,0,1,0,0,0,0,0
0,300.1,310.6,1374,45.4,119,0,1,0,0,0,0,0
0,298.5,308.0,1384,59.5,27,0,1,0,0,0,0,0
0,301.0,311.2,1511,42.9,26,0,1,0,0,0,0,0
2,303.6,312.4,1436,45.6,9,0,1,0,0,0,0,0
0,296.8,307.7,1565,40.1,89,0,1,0,0,0,0,0
0,297.5,308.6,1694,27.1,36,0,1,0,0,0,0,0
0,300.7,310.7,1333,61.0,177,0,1,0,0,0,0,0
0,300.3,309.3,1612,36.0,158,0,1,0,0,0,0,0
0,298.5,309.4,1911,21.5,164,0,1,0,0,0,0,0
0,297.3,308.7,1556,36.7,114,0,1,0,0,0,0,0
0,297.9,308.6,1468,36.0,168,0,1,0,0,0,0,0
0,296.8,308.1,1289,62.0,199,0,0,1,0,0,0,1
1,301.8,310.6,1552,35.9,97,0,1,0,0,0,0,0
0,296.8,307.9,1420,45.4,70,0,1,0,0,0,0,0
2,298.9,308.4,1449,42.4,149,0,1,0,0,0,0,0
1,298.6,309.3,1510,40.8,177,0,1,0,0,0,0,0
0,299.6,309.2,1713,26.5,167,0,1,0,0,0,0,0
0,303.8,313.1,1422,42.4,152,0,1,0,0,0,0,0
1,303.7,312.7,1532,42.7,194,0,1,0,0,0,0,0
0,299.6,309.2,1422,39.8,219,0,1,0,0,0,0,0
0,301.4,310.4,1388,45.3,188,0,1,0,0,0,0,0
0,298.4,309.9,1725,27.8,21,0,1,0,0,0,0,0
0,297.5,308.3,2564,12.8,127,0,0,0,1,0,0,1
1,298.4,309.7,1679,33.3,167,0,1,0,0,0,0,0
1,298.7,309.7,1868,23.8,118,0,1,0,0,0,0,0
1,298.0,307.7,1621,34.9,194,0,1,0,0,0,0,0
2,297.7,309.7,1616,31.1,20,0,1,0,0,0,0,0
1,302.3,311.1,1338,53.3,63,0,1,0,0,0,0,0
2,301.7,310.1,1462,38.3,49,0,1,0,0,0,0,0
2,297.9,307.8,1635,34.0,142,0,1,0,0,0,0,0
0,303.9,313.2,1590,31.9,5,0,1,0,0,0,0,0
0,297.8,307.5,1631,29.9,144,0,1,0,0,0,0,0
0,298.1,308.1,1791,27.3,63,0,1,0,0,0,0,0
0,301.4,310.5,1647,33.3,85,0,1,0,0,0,0,0
1,302.7,312.1,1564,32.1,188,0,1,0,0,0,0,0
0,298.6,309.6,1386,48.6,25,0,1,0,0,0,0,0
0,297.4,308.2,1533,37.4,115,0,1,0,0,0,0,0
0,297.9,307.6,1515,40.5,118,0,1,0,0,0,0,0
0,302.2,311.4,1510,44.9,33,0,1,0,0,0,0,0
0,300.5,309.9,1443,48.3,122,0,1,0,0,0,0,0
0,300.1,311.3,1479,39.5,133,0,1,0,0,0,0,0
0,302.4,310.1,1426,46.8,95,0,1,0,0,0,0,0
1,299.5,310.7,1423,56.5,7,0,1,0,0,0,0,0
0,303.8,313.2,1531,39.4,159,0,1,0,0,0,0,0
0,298.5,309.6,1421,53.6,122,0,1,0,0,0,0,0
0,301.3,310.7,1761,24.3,174,0,1,0,0,0,0,0
0,300.9,310.4,1615,30.9,200,0,1,0,0,0,0,0
1,300.5,309.3,1539,39.1,216,0,1,0,0,0,0,0
0,297.2,307.9,1825,24.6,142,0,1,0,0,0,0,0
1,298.6,309.5,1684,27.8,44,0,1,0,0,0,0,0
1,300.6,310.0,1397,55.2,90,0,1,0,0,0,0,0
0,302.0,310.9,1446,44.0,64,0,1,0,0,0,0,0
1,301.4,311.1,1758,25.4,88,0,1,0,0,0,0,0
0,301.6,310.0,1869,22.9,18,0,1,0,0,0,0,0
1,303.7,312.4,1546,33.7,149,0,1,0,0,0,0,0
0,299.9,310.0,1402,44.7,204,0,1,0,0,0,0,0
0,303.6,313.1,1395,44.1,120,0,1,0,0,0,0,0
2,302.2,311.2,1692,28.2,122,0,1,0,0,0,0,0
0,296.5,307.6,1415,44.2,106,0,1,0,0,0,0,0
0,300.9,310.8,1517,44.3,4,0,1,0,0,0,0,0
2,301.1,311.6,1417,53.4,0,0,1,0,0,0,0,0
0,300.5,311.9,1330,59.5,33,0,1,0,0,0,0,0
1,298.9,308.6,1469,34.2,93,0,1,0,0,0,0,0
0,301.9,310.8,1567,39.3,9,0,1,0,0,0,0,0
1,300.8,311.2,1592,32.9,82,0,1,0,0,0,0,0
1,298.2,308.8,1607,31.9,39,0,1,0,0,0,0,0
0,297.9,307.6,1612,30.7,134,0,1,0,0,0,0,0
0,304.1,313.0,1408,45.3,28,0,1,0,0,0,0,0
0,299.4,309.3,1596,31.8,40,0,1,0,0,0,0,0
1,298.1,308.8,2206,16.3,195,0,1,0,0,0,0,0
1,299.0,310.2,1625,31.8,89,0,1,0,0,0,0,0
0,297.7,309.2,1391,44.5,159,0,1,0,0,0,0,0
1,298.4,308.2,1610,35.0,24,0,1,0,0,0,0,0
2,302.0,310.5,1841,23.6,119,0,1,0,0,0,0,0
0,298.0,308.2,1348,58.8,202,0,0,1,0,0,0,1
2,302.2,311.7,1413,46.5,147,0,1,0,0,0,0,0
0,300.7,311.0,1377,49.9,124,0,1,0,0,0,0,0
0,299.7,309.2,1781,29.6,201,0,1,0,0,0,0,0
0,300.8,311.2,1492,39.0,109,0,1,0,0,0,0,0
0,303.1,312.9,1511,40.1,107,0,1,0,0,0,0,0
0,299.4,309.3,1544,36.0,197,0,1,0,0,0,0,0
0,302.0,310.4,1448,43.4,167,0,1,0,0,0,0,0
0,299.5,310.9,1496,38.5,162,0,1,0,0,0,0,0
0,300.3,311.1,1606,30.9,156,0,1,0,0,0,0,0
0,298.6,309.4,1471,48.0,141,0,1,0,0,0,0,0
2,303.8,312.5,1447,46.6,198,0,1,0,0,0,0,0
1,301.8,311.0,1839,23.6,30,0,1,0,0,0,0,0
0,300.4,311.8,1405,47.9,58,0,1,0,0,0,0,0
0,302.8,312.3,1366,49.1,221,0,1,0,0,0,0,0
0,297.7,308.5,1453,45.5,86,0,1,0,0,0,0,0
1,301.0,312.0,1499,34.6,207,0,1,0,0,0,0,0
0,297.4,308.2,1297,52.1,211,0,1,0,0,0,0,0
2,302.7,310.4,1305,55.2,20,1,0,0,0,0,0,1
2,298.6,309.5,1523,34.2,119,0,1,0,0,0,0,0
2,302.1,310.7,1294,62.4,101,1,0,0,0,0,0,1
1,297.9,309.6,1515,38.8,124,0,1,0,0,0,0,0
1,298.0,309.4,1276,65.9,50,0,1,0,0,0,0,0
0,300.0,309.4,1308,50.2,32,0,1,0,0,0,0,0
2,299.1,309.9,1443,40.3,0,0,1,0,0,0,0,0
1,302.5,311.5,1481,41.1,215,0,1,0,0,0,0,0
0,301.9,310.8,1400,58.2,79,0,1,0,0,0,0,0
0,298.0,308.8,1757,29.1,71,0,1,0,0,0,0,0
0,297.8,308.5,1699,27.8,199,0,1,0,0,0,0,0
0,299.3,308.3,1651,28.0,6,0,1,0,0,0,0,0
1,302.2,311.3,1375,47.0,98,0,1,0,0,0,0,0
1,300.8,311.2,1488,40.1,87,0,1,0,0,0,0,0
1,301.9,310.9,1456,43.6,45,0,1,0,0,0,0,0
0,299.3,308.6,1403,50.6,189,0,1,0,0,0,0,0
0,300.8,310.5,1482,39.0,47,0,1,0,0,0,0,0
0,299.1,310.3,1619,35.2,240,0,1,0,0,0,0,0
2,303.2,311.2,1475,43.1,20,0,1,0,0,0,0,0
1,296.0,306.7,2044,22.3,48,0,1,0,0,0,0,0
0,301.0,310.9,1404,41.8,71,0,1,0,0,0,0,0
0,302.9,312.2,1367,55.1,50,0,1,0,0,0,0,0
0,300.0,311.4,1590,33.6,5,0,1,0,0,0,0,0
0,297.5,308.4,1604,38.1,106,0,1,0,0,0,0,0
0,301.0,310.5,1429,39.4,98,0,1,0,0,0,0,0
2,302.4,311.9,1366,47.3,162,0,1,0,0,0,0,0
1,302.3,311.8,1475,48.0,180,0,1,0,0,0,0,0
2,300.9,310.6,1686,27.7,176,0,1,0,0,0,0,0
0,298.2,308.9,1709,28.1,81,0,1,0,0,0,0,0
0,300.6,312.2,1308,54.7,52,0,1,0,0,0,0,0
0,299.2,308.5,1366,49.7,74,0,1,0,0,0,0,0
0,300.4,309.2,1752,29.0,52,0,1,0,0,0,0,0
1,295.6,306.1,1490,42.7,171,0,1,0,0,0,0,0
0,297.3,308.4,1488,37.4,69,0,1,0,0,0,0,0
0,298.6,309.5,1483,43.2,92,0,1,0,0,0,0,0
0,300.3,310.6,1433,53.8,86,0,1,0,0,0,0,0
1,298.1,307.8,1525,35.9,132,0,1,0,0,0,0,0
0,301.3,310.5,1406,47.1,83,0,1,0,0,0,0,0
0,297.9,309.0,1562,35.8,40,0,1,0,0,0,0,0
0,298.7,309.8,1539,33.4,2,0,1,0,0,0,0,0
0,298.2,309.0,1413,55.0,145,0,1,0,0,0,0,0
1,297.4,308.9,1323,57.3,163,0,1,0,0,0,0,0
1,297.6,308.9,1479,38.1,182,0,1,0,0,0,0,0
0,302.6,310.4,1415,52.1,12,0,1,0,0,0,0,0
0,297.0,307.7,1315,60.1,128,0,1,0,0,0,0,0
0,300.3,311.8,1547,39.7,121,0,1,0,0,0,0,0
1,300.6,309.8,1532,42.5,130,0,1,0,0,0,0,0
0,296.5,307.5,1340,59.1,89,0,1,0,0,0,0,0
0,300.1,309.4,1453,47.6,28,0,1,0,0,0,0,0
0,298.4,309.3,1545,36.9,3,0,1,0,0,0,0,0
0,303.7,312.8,1437,51.3,42,0,1,0,0,0,0,0
1,301.5,310.4,1350,54.9,153,0,1,0,0,0,0,0
0,300.3,310.4,1493,37.5,219,0,1,0,0,0,0,0
1,302.4,310.1,1379,48.9,107,1,0,0,0,0,0,1
1,300.0,311.4,1352,61.8,10,0,1,0,0,0,0,0
1,302.2,311.3,1931,21.9,101,0,1,0,0,0,0,0
0,300.0,309.7,1542,47.1,25,0,1,0,0,0,0,0
1,300.7,309.6,1568,35.2,82,0,1,0,0,0,0,0
2,299.7,309.3,1494,37.8,214,0,1,0,0,0,0,0
1,302.2,311.3,1510,36.6,91,0,1,0,0,0,0,0
0,303.5,312.9,1544,36.9,87,0,1,0,0,0,0,0
0,298.0,308.1,1819,23.4,78,0,1,0,0,0,0,0
1,301.6,311.0,1431,42.3,129,0,1,0,0,0,0,0
1,300.8,310.8,1461,41.3,53,0,1,0,0,0,0,0
0,300.8,310.8,1460,53.8,41,0,1,0,0,0,0,0
0,298.0,307.5,1618,35.2,31,0,1,0,0,0,0,0
0,297.2,308.5,1446,43.7,171,0,1,0,0,0,0,0
1,301.8,310.8,1619,31.0,76,0,1,0,0,0,0,0
1,302.6,310.4,1532,36.1,77,0,1,0,0,0,0,0
1,300.5,311.2,1551,36.6,205,0,1,0,0,0,0,0
1,301.3,310.8,1418,45.4,59,0,1,0,0,0,0,0
0,302.9,312.2,1340,57.8,90,0,1,0,0,0,0,0
2,297.6,308.6,1480,39.8,19,0,1,0,0,0,0,0
0,300.4,311.6,1815,23.5,49,0,1,0,0,0,0,0
0,301.8,310.2,2825,5.8,215,0,0,0,1,0,0,1
0,303.0,311.2,1409,41.9,98,0,1,0,0,0,0,0
1,303.4,311.8,1316,50.9,69,1,0,0,0,0,0,1
0,299.8,309.3,1386,49.4,116,0,1,0,0,0,0,0
2,300.4,311.3,2026,20.3,26,0,1,0,0,0,0,0
0,302.7,312.1,1543,37.5,33,0,1,0,0,0,0,0
0,298.2,308.2,1667,30.6,59,0,1,0,0,0,0,0
1,303.5,312.5,1353,51.0,172,0,1,0,0,0,0,0
1,303.3,311.8,1583,33.3,72,0,1,0,0,0,0,0
0,299.3,308.6,1744,26.4,33,0,1,0,0,0,0,0
1,297.4,309.3,1564,36.0,126,0,1,0,0,0,0,0
0,299.1,310.2,1569,38.2,155,0,1,0,0,0,0,0
0,298.9,310.3,1484,43.8,124,0,1,0,0,0,0,0
1,297.8,309.0,1576,45.0,17,0,1,0,0,0,0,0
1,298.5,309.3,1465,42.4,173,0,1,0,0,0,0,0
0,298.0,308.5,1713,25.3,124,0,1,0,0,0,0,0
2,297.4,308.5,1469,45.1,63,0,1,0,0,0,0,0
0,299.8,310.5,1496,38.8,215,0,1,0,0,0,0,0
0,299.4,309.4,1701,31.2,199,0,1,0,0,0,0,0
1,299.9,311.3,1703,28.4,134,0,1,0,0,0,0,0
0,299.4,308.7,1681,30.8,171,0,1,0,0,0,0,0
0,300.3,309.3,1345,53.5,192,0,1,0,0,0,0,0
2,298.9,308.7,1353,48.1,79,0,1,0,0,0,0,0
1,299.7,310.9,1685,32.1,88,0,1,0,0,0,0,0
0,299.3,310.5,1818,26.0,102,0,1,0,0,0,0,0
